City,City_Zone,Locality,Latitude_Longitude,Exact_Address,Property_Type,BHK,Carpet_Area_sqft,Built_up_Area_sqft,Plot_Area_sqft,Property_Age_Years,Floor_Total_Floors,Parking,Lift,Facing,Actual_Transaction_Price_INR,Rental_Price_INR,Builder,RERA_ID,Registration_Date,Metro_Highway_Distance_km,Nearby_Schools_Hospitals
Nashik,East,Jail Road,20.6735_77.3408,"Synthetic Address, Jail Road, Nashik",Apartment,2,912,1185.6000000000001,0,14,5/21,3 Covered,4,East,7196781.886428562,16654.93926739688,Builder 38,P1616251342,2025-11-30,5.7,1 Schools / 5 Hospitals
Pune,South,Hadapsar,21.2609_74.1863,"Synthetic Address, Hadapsar, Pune",Apartment,4,2044,2657.2000000000003,0,10,7/22,2 Covered,4,North-East,13480058.791459966,34571.03211935826,Builder 14,NA,2025-04-12,4.2,4 Schools / 4 Hospitals
Nashik,East,Jail Road,18.0818_74.8636,"Synthetic Address, Jail Road, Nashik",Apartment,2,1172,1523.6000000000001,0,18,20/39,2 Covered,2,South,14558746.837520331,29148.686488263003,Builder 35,NA,2024-08-19,8.7,5 Schools / 3 Hospitals
Nagpur,South,Mihan,18.4509_74.8001,"Synthetic Address, Mihan, Nagpur",Apartment,2,912,1185.6000000000001,0,5,7/31,0 Covered,2,South,5062593.794472598,15940.832109932693,Builder 38,P2438258954,2024-04-01,2.1,1 Schools / 4 Hospitals
Mumbai,South,Borivali,20.5989_76.7887,"Synthetic Address, Borivali, Mumbai",Villa/Row House,1,416,540.8000000000001,754.6341454129184,12,0/2,0 Covered,0,North-West,22130953.43536271,39833.57129956222,Builder 49,NA,2025-08-29,3.8,1 Schools / 1 Hospitals
Nagpur,West,Zingabai Takli,19.0509_76.3647,"Synthetic Address, Zingabai Takli, Nagpur",Apartment,1,445,578.5,0,15,4/5,1 Covered,4,North-West,4291882.952219305,10102.161153034109,Builder 50,P2134460132,2025-04-09,5.6,1 Schools / 3 Hospitals
Nagpur,West,Mihan,21.1053_78.3526,"Synthetic Address, Mihan, Nagpur",Apartment,2,856,1112.8,0,16,1/3,3 Open,1,West,5217364.150572307,12311.82895173727,Builder 49,P8125144493,2026-05-15,4.5,1 Schools / 2 Hospitals
Pune,North,Baner,18.0187_79.4182,"Synthetic Address, Baner, Pune",Apartment,2,1192,1549.6000000000001,0,1,4/11,3 Covered,1,East,10390494.980963726,24250.65261304037,Builder 26,P8008158740,2026-01-14,7.1,1 Schools / 5 Hospitals
Pune,East,Hinjewadi,20.6059_77.1098,"Synthetic Address, Hinjewadi, Pune",Villa/Row House,2,1158,1505.4,2869.16310105216,15,0/1,1 Open,0,North-West,8207131.301543409,16050.08575169275,Builder 30,P6815617621,2026-06-10,3.1,4 Schools / 4 Hospitals
Nagpur,Central,Mihan,21.9404_72.3983,"Synthetic Address, Mihan, Nagpur",Apartment,3,1740,2262.0,0,20,21/24,0 Open,2,North-West,19771229.53744788,57893.39821504353,Builder 40,P5391317181,2024-03-28,9.9,1 Schools / 4 Hospitals
Mumbai,North,Mira Road,19.2218_73.7410,"Synthetic Address, Mira Road, Mumbai",Apartment,2,824,1071.2,0,2,38/40,3 Covered,1,North-East,31802256.258851428,96994.36982002557,Builder 4,NA,2024-03-01,6.1,5 Schools / 2 Hospitals
Nagpur,South,Mihan,18.2610_75.9452,"Synthetic Address, Mihan, Nagpur",Apartment,3,1356,1762.8,0,17,11/13,2 Covered,2,West,18961638.468932595,58300.925414781144,Builder 14,P9343179485,2025-08-14,8.3,4 Schools / 5 Hospitals
Mumbai,West,Bandra,21.8401_78.4609,"Synthetic Address, Bandra, Mumbai",Apartment,1,571,742.3000000000001,0,5,1/3,2 Covered,3,East,59816979.22085571,123474.08134905966,Builder 1,P3203902198,2025-02-25,7.2,5 Schools / 3 Hospitals
Mumbai,West,Andheri,19.2885_78.2236,"Synthetic Address, Andheri, Mumbai",Apartment,4,2388,3104.4,0,4,11/30,0 Open,4,West,60301500.20238348,142982.44365802628,Builder 9,NA,2024-02-02,5.0,3 Schools / 1 Hospitals
Nashik,South,Pathardi Phata,19.0244_76.6720,"Synthetic Address, Pathardi Phata, Nashik",Apartment,4,2400,3120.0,0,2,30/39,3 Covered,1,North-East,22618169.060805522,48637.653071854234,Builder 2,P7142423158,2025-07-18,9.7,4 Schools / 5 Hospitals
Nagpur,West,Manish Nagar,21.1726_73.0773,"Synthetic Address, Manish Nagar, Nagpur",Apartment,2,958,1245.4,0,17,5/19,3 Covered,3,North-West,2570648.8480608948,8293.517087179522,Builder 33,P7180596055,2024-03-18,2.2,3 Schools / 5 Hospitals
Pune,South,Pimpri,21.2870_73.0120,"Synthetic Address, Pimpri, Pune",Apartment,2,860,1118.0,0,1,6/6,0 Covered,1,West,10570268.834900426,30026.44039389797,Builder 1,P3741737816,2026-03-22,1.9,1 Schools / 3 Hospitals
Pune,South,Balewadi,21.3646_75.0441,"Synthetic Address, Balewadi, Pune",Plot,0,0,0,4283,8,0/3,1 Open,0,East,35145565.600850485,0,Builder 22,P9613587449,2024-08-20,4.8,2 Schools / 3 Hospitals
Pune,North,Pimpri,19.4145_73.8483,"Synthetic Address, Pimpri, Pune",Apartment,2,834,1084.2,0,9,4/35,2 Covered,3,South,9053139.954532439,22874.877752088516,Builder 50,P5005313100,2025-11-20,9.4,5 Schools / 1 Hospitals
Nashik,South,Pathardi Phata,18.0269_72.8253,"Synthetic Address, Pathardi Phata, Nashik",Apartment,2,1032,1341.6000000000001,0,17,6/6,2 Open,2,East,7990170.349776759,17767.94361664964,Builder 47,P8316168196,2024-07-25,8.8,5 Schools / 3 Hospitals
Nagpur,South,Wardha Road,18.1694_79.2782,"Synthetic Address, Wardha Road, Nagpur",Apartment,3,1368,1778.4,0,9,13/20,2 Covered,1,East,16339227.439883439,48674.83754600278,Builder 50,P8627562247,2025-11-14,5.3,4 Schools / 1 Hospitals
Mumbai,East,Worli,21.8091_74.8002,"Synthetic Address, Worli, Mumbai",Apartment,2,1012,1315.6000000000001,0,11,16/26,1 Open,2,North,11164148.294106133,28685.368470170153,Builder 45,P7460636107,2025-03-08,8.8,4 Schools / 1 Hospitals
Nagpur,West,Dabha,21.6936_75.0225,"Synthetic Address, Dabha, Nagpur",Apartment,2,1140,1482.0,0,2,5/6,0 Covered,4,North,17067213.163567334,34380.95646098533,Builder 41,P3951108181,2024-06-15,7.7,5 Schools / 2 Hospitals
Pune,South,Balewadi,19.6550_78.5897,"Synthetic Address, Balewadi, Pune",Apartment,3,1491,1938.3,0,5,10/37,1 Open,1,North-West,9936987.138469277,23316.922265985446,Builder 30,P4234278330,2025-12-22,0.9,1 Schools / 4 Hospitals
Mumbai,East,Powai,18.9110_74.8743,"Synthetic Address, Powai, Mumbai",Apartment,2,952,1237.6000000000001,0,0,14/36,3 Open,4,West,63534268.46135495,161044.1305428643,Builder 7,P8330499034,2024-09-11,1.5,1 Schools / 5 Hospitals
Pune,East,Kharadi,20.7870_78.0484,"Synthetic Address, Kharadi, Pune",Apartment,3,1362,1770.6000000000001,0,3,2/5,2 Open,1,North-West,21128240.886132766,35906.31396003689,Builder 29,NA,2025-01-10,0.9,2 Schools / 2 Hospitals
Pune,East,Pimpri,19.5167_72.3470,"Synthetic Address, Pimpri, Pune",Apartment,3,1734,2254.2000000000003,0,20,9/18,1 Open,4,North,18614446.895663854,60659.41760853351,Builder 21,P7686413773,2024-10-04,7.7,3 Schools / 3 Hospitals
Mumbai,South,Mira Road,20.5270_77.8670,"Synthetic Address, Mira Road, Mumbai",Apartment,1,433,562.9,0,6,20/23,3 Covered,3,South,11978795.278597128,25882.007627976247,Builder 7,P5354123616,2025-12-03,1.2,1 Schools / 1 Hospitals
Nagpur,West,Mihan,21.4966_78.5648,"Synthetic Address, Mihan, Nagpur",Apartment,1,509,661.7,0,6,21/40,3 Covered,1,North-East,5658253.876830975,13398.304247274129,Builder 12,P7622328379,2025-09-25,1.1,3 Schools / 2 Hospitals
Nagpur,North,Zingabai Takli,18.3864_77.7905,"Synthetic Address, Zingabai Takli, Nagpur",Apartment,2,808,1050.4,0,4,1/3,1 Covered,3,South,2995915.2363264924,7504.325016281025,Builder 27,P9127083544,2025-10-06,9.1,4 Schools / 2 Hospitals
Mumbai,West,Andheri,21.7854_75.2467,"Synthetic Address, Andheri, Mumbai",Apartment,3,1620,2106.0,0,0,5/38,1 Covered,2,South,100263463.97571044,326764.35705837404,Builder 7,P8540027454,2024-03-05,3.3,1 Schools / 4 Hospitals
Nashik,North,Mahatma Nagar,21.9672_79.1860,"Synthetic Address, Mahatma Nagar, Nashik",Apartment,2,1196,1554.8,0,13,29/33,3 Covered,1,North-East,13544831.086688943,43293.693797139545,Builder 21,P4624160554,2026-05-12,6.8,4 Schools / 1 Hospitals
Nashik,North,Panchvati,21.4951_77.0146,"Synthetic Address, Panchvati, Nashik",Apartment,2,814,1058.2,0,16,16/39,2 Open,1,South,10873932.063083945,29238.463530789788,Builder 24,P4037705782,2024-09-14,3.6,3 Schools / 5 Hospitals
Nashik,North,Gangapur Road,21.5367_76.1518,"Synthetic Address, Gangapur Road, Nashik",Apartment,2,874,1136.2,0,7,13/17,3 Open,1,North-West,6218795.698176738,11472.34354608252,Builder 49,NA,2026-02-20,3.7,3 Schools / 3 Hospitals
Pune,North,Kharadi,20.5425_72.9122,"Synthetic Address, Kharadi, Pune",Apartment,3,1308,1700.4,0,15,10/14,0 Covered,2,North,18179076.93097421,32111.882365903908,Builder 13,NA,2025-06-05,1.9,2 Schools / 4 Hospitals
Mumbai,South,Powai,18.9169_74.4227,"Synthetic Address, Powai, Mumbai",Apartment,2,1052,1367.6000000000001,0,15,36/37,0 Covered,4,West,31139958.411570277,73764.01496071626,Builder 38,P6619272115,2024-12-12,6.3,1 Schools / 4 Hospitals
Nagpur,South,Wathoda,19.3678_76.1518,"Synthetic Address, Wathoda, Nagpur",Plot,0,0,0,4032,4,0/1,2 Open,0,South,57263118.5938866,0,Builder 33,P5820337677,2025-02-08,7.3,4 Schools / 5 Hospitals
Nagpur,West,Dabha,21.3386_74.2759,"Synthetic Address, Dabha, Nagpur",Apartment,3,1353,1758.9,0,9,26/39,0 Covered,1,North,17657647.47374504,50748.731192266765,Builder 13,NA,2024-04-05,1.3,5 Schools / 2 Hospitals
Mumbai,South,Andheri,20.7084_77.4677,"Synthetic Address, Andheri, Mumbai",Apartment,3,1332,1731.6000000000001,0,9,20/24,2 Covered,1,North-West,47880535.07448146,128123.40540935406,Builder 15,P1703801765,2025-11-20,9.0,2 Schools / 2 Hospitals
Nagpur,West,Katol Road,21.5647_79.0191,"Synthetic Address, Katol Road, Nagpur",Apartment,3,1683,2187.9,0,7,19/40,0 Covered,2,North,4572515.139349166,11093.601552426588,Builder 28,P7152803380,2024-12-07,5.4,3 Schools / 3 Hospitals
Nagpur,West,Wardha Road,18.7370_74.5719,"Synthetic Address, Wardha Road, Nagpur",Apartment,1,440,572.0,0,2,14/22,0 Covered,4,West,5741351.282567656,12323.560899348917,Builder 10,P9398675948,2024-12-13,2.4,2 Schools / 1 Hospitals
Nagpur,Central,Zingabai Takli,21.2488_72.4102,"Synthetic Address, Zingabai Takli, Nagpur",Villa/Row House,3,1764,2293.2000000000003,3222.7031124590685,11,0/3,2 Covered,0,West,17558394.505207814,45130.84832885346,Builder 31,P9656513649,2024-05-15,3.0,4 Schools / 5 Hospitals
Mumbai,East,Powai,20.7862_72.5975,"Synthetic Address, Powai, Mumbai",Apartment,3,1203,1563.9,0,11,15/24,0 Open,2,North-East,124434994.70648965,260973.35131183788,Builder 2,NA,2025-05-20,0.8,1 Schools / 5 Hospitals
Nagpur,North,Mihan,19.4610_75.8636,"Synthetic Address, Mihan, Nagpur",Plot,0,0,0,3783,18,0/3,2 Open,0,North-East,12211674.9107216,0,Builder 15,P5884473782,2026-05-25,2.7,1 Schools / 3 Hospitals
Nagpur,West,Wathoda,19.0876_79.7195,"Synthetic Address, Wathoda, Nagpur",Apartment,1,454,590.2,0,16,4/36,1 Covered,4,West,5738803.724935076,19078.559516226782,Builder 13,P7221360440,2025-07-30,0.6,2 Schools / 4 Hospitals
Nagpur,South,Besa,19.0435_76.8115,"Synthetic Address, Besa, Nagpur",Apartment,3,1782,2316.6,0,11,8/17,2 Open,4,East,11041641.862882933,30950.271949546794,Builder 29,P1325486840,2025-04-16,3.1,1 Schools / 1 Hospitals
Pune,East,NIBM Road,19.6512_75.6166,"Synthetic Address, NIBM Road, Pune",Apartment,2,884,1149.2,0,20,3/19,3 Open,3,South,6731646.940503758,18463.1732955079,Builder 47,P9672608532,2024-12-06,9.5,2 Schools / 1 Hospitals
Mumbai,South,Bandra,19.8366_76.6069,"Synthetic Address, Bandra, Mumbai",Villa/Row House,3,1371,1782.3,2631.83666419498,12,0/3,0 Open,0,South,48587603.61322651,113377.97495944449,Builder 39,P3840534813,2024-08-03,9.6,1 Schools / 3 Hospitals
Pune,East,Balewadi,19.3938_77.1870,"Synthetic Address, Balewadi, Pune",Apartment,3,1572,2043.6000000000001,0,3,6/14,0 Covered,1,East,9408646.766400447,23371.167942580138,Builder 50,P9261518285,2025-10-18,2.3,4 Schools / 4 Hospitals
Nashik,North,Gangapur Road,18.6755_77.8594,"Synthetic Address, Gangapur Road, Nashik",Apartment,3,1305,1696.5,0,6,8/19,2 Covered,4,West,5821559.624156184,18655.8169291814,Builder 12,P1277448439,2025-06-16,7.9,5 Schools / 4 Hospitals
Mumbai,North,Worli,18.1055_79.6733,"Synthetic Address, Worli, Mumbai",Apartment,3,1560,2028.0,0,13,19/20,2 Open,1,North-East,116075781.18305764,258275.06689814397,Builder 41,P9860704934,2026-03-24,5.6,4 Schools / 2 Hospitals
Nashik,West,Pathardi Phata,18.6371_77.4670,"Synthetic Address, Pathardi Phata, Nashik",Villa/Row House,3,1569,2039.7,2556.4440292721224,3,0/3,2 Covered,0,North-East,6213522.242117795,17966.761190127258,Builder 24,P3831132415,2025-03-09,3.2,2 Schools / 4 Hospitals
Pune,East,Hinjewadi,18.7441_77.0761,"Synthetic Address, Hinjewadi, Pune",Apartment,3,1449,1883.7,0,12,10/11,0 Covered,1,North-East,16749028.819745969,54411.00936479426,Builder 1,P8925462677,2024-07-23,8.4,1 Schools / 5 Hospitals
Nashik,East,Indira Nagar,19.0449_79.5102,"Synthetic Address, Indira Nagar, Nashik",Apartment,2,1170,1521.0,0,2,8/27,1 Covered,3,South,7608336.4924864005,17729.842168390962,Builder 35,P3025971544,2024-10-14,6.4,4 Schools / 2 Hospitals
Nagpur,South,Wathoda,18.4403_78.4609,"Synthetic Address, Wathoda, Nagpur",Apartment,3,1488,1934.4,0,13,16/38,0 Open,2,North-East,8057287.43851529,24714.752824529733,Builder 31,P4401990757,2024-09-21,8.1,1 Schools / 3 Hospitals
Mumbai,North,Borivali,20.0975_75.4732,"Synthetic Address, Borivali, Mumbai",Apartment,1,478,621.4,0,11,3/7,0 Covered,4,North-East,27244866.24131063,66134.3502167533,Builder 45,P1239008238,2025-08-27,2.0,3 Schools / 4 Hospitals
Mumbai,South,Mira Road,21.6893_76.6897,"Synthetic Address, Mira Road, Mumbai",Apartment,3,1263,1641.9,0,9,10/27,0 Open,4,West,19789382.691710014,41152.26214783259,Builder 24,P7899275288,2024-04-14,4.2,1 Schools / 5 Hospitals
Nagpur,North,Besa,19.6810_79.6315,"Synthetic Address, Besa, Nagpur",Apartment,3,1203,1563.9,0,8,7/7,1 Covered,2,North-West,4433816.583504573,10289.914018794574,Builder 19,NA,2025-11-23,5.1,3 Schools / 2 Hospitals
Pune,South,Kharadi,19.0854_78.5036,"Synthetic Address, Kharadi, Pune",Apartment,2,1092,1419.6000000000001,0,7,7/31,1 Covered,4,North-East,10612363.25469592,20721.866085185386,Builder 16,P4730798039,2026-04-28,4.9,5 Schools / 4 Hospitals
Nashik,South,Pathardi Phata,21.1617_77.9761,"Synthetic Address, Pathardi Phata, Nashik",Apartment,3,1386,1801.8,0,20,9/17,1 Covered,4,North-West,13265565.173290187,32619.133631674893,Builder 49,P6225016772,2024-04-17,4.7,2 Schools / 4 Hospitals
Nashik,West,Indira Nagar,21.8781_77.7174,"Synthetic Address, Indira Nagar, Nashik",Apartment,2,950,1235.0,0,19,21/39,0 Covered,3,West,4865515.222737644,10391.076752634313,Builder 45,NA,2024-06-30,2.3,3 Schools / 4 Hospitals
Mumbai,East,Chembur,21.9548_75.6398,"Synthetic Address, Chembur, Mumbai",Apartment,4,1948,2532.4,0,18,21/33,1 Covered,4,North-East,58095195.96371459,130082.98392322601,Builder 19,P1316817494,2025-09-06,9.6,5 Schools / 5 Hospitals
Nashik,South,Indira Nagar,19.4011_78.6441,"Synthetic Address, Indira Nagar, Nashik",Apartment,3,1683,2187.9,0,1,12/23,2 Open,3,North,9272457.38232016,28372.486662114065,Builder 2,NA,2024-11-15,3.4,4 Schools / 4 Hospitals
Nashik,West,Gangapur Road,19.1866_76.9362,"Synthetic Address, Gangapur Road, Nashik",Apartment,2,1060,1378.0,0,10,4/6,3 Open,4,North-West,6699004.5933286,20009.26706619417,Builder 32,P4845093748,2025-05-26,7.8,4 Schools / 2 Hospitals
Pune,East,Balewadi,20.2580_72.4533,"Synthetic Address, Balewadi, Pune",Apartment,3,1671,2172.3,0,15,15/33,3 Open,1,North-West,15685714.745287409,39157.03770189762,Builder 6,NA,2026-02-11,1.2,4 Schools / 4 Hospitals
Mumbai,North,Mira Road,18.8655_75.4256,"Synthetic Address, Mira Road, Mumbai",Plot,0,0,0,3689,20,0/1,0 Covered,0,South,98550237.91076954,0,Builder 12,P6775815230,2025-01-21,9.7,2 Schools / 4 Hospitals
Pune,West,Pimpri,21.5574_75.6197,"Synthetic Address, Pimpri, Pune",Villa/Row House,1,578,751.4,1436.6829411901913,0,0/3,3 Open,0,North,3692018.983992426,12263.838701496325,Builder 23,P7776878227,2025-02-08,7.0,4 Schools / 4 Hospitals
Nashik,West,Panchvati,19.3279_76.3429,"Synthetic Address, Panchvati, Nashik",Apartment,2,1110,1443.0,0,3,7/17,2 Open,3,North-West,12112625.511007598,35980.250313248805,Builder 44,P4314964483,2024-05-28,6.9,2 Schools / 2 Hospitals
Mumbai,East,Bandra,19.2540_73.4942,"Synthetic Address, Bandra, Mumbai",Apartment,1,499,648.7,0,5,24/37,0 Open,4,West,24331104.757307597,61530.66992615512,Builder 48,P7929306290,2025-04-25,9.2,1 Schools / 4 Hospitals
Pune,South,Pimpri,18.8914_79.7085,"Synthetic Address, Pimpri, Pune",Apartment,3,1332,1731.6000000000001,0,11,18/28,0 Open,1,South,20679562.22979305,40496.302360609174,Builder 12,P6063196444,2024-03-12,1.3,2 Schools / 5 Hospitals
Nagpur,East,Wathoda,21.9818_79.7156,"Synthetic Address, Wathoda, Nagpur",Apartment,3,1443,1875.9,0,15,7/20,0 Covered,3,North,18307782.400563817,37062.70867538912,Builder 20,P5501500278,2024-09-03,8.6,5 Schools / 3 Hospitals
Nashik,South,Indira Nagar,19.4613_72.1840,"Synthetic Address, Indira Nagar, Nashik",Apartment,4,1680,2184.0,0,9,2/4,1 Open,1,South,15336083.381300421,47799.70112206156,Builder 32,NA,2025-12-04,2.1,1 Schools / 3 Hospitals
Mumbai,South,Borivali,21.1790_77.6353,"Synthetic Address, Borivali, Mumbai",Apartment,2,1076,1398.8,0,2,29/37,3 Covered,2,East,13957095.781866081,26033.965707791718,Builder 39,P8535553286,2024-02-01,3.5,2 Schools / 5 Hospitals
Mumbai,West,Borivali,20.9802_75.7763,"Synthetic Address, Borivali, Mumbai",Apartment,2,984,1279.2,0,19,2/15,3 Covered,2,North-East,52384758.30155912,126984.83214069204,Builder 18,NA,2025-05-28,6.7,5 Schools / 4 Hospitals
Mumbai,North,Borivali,18.0044_73.9964,"Synthetic Address, Borivali, Mumbai",Apartment,2,1098,1427.4,0,2,9/11,1 Open,3,West,30915288.531495214,61700.70409906565,Builder 42,P9471247152,2024-05-28,1.2,2 Schools / 4 Hospitals
Pune,South,NIBM Road,18.6736_79.4110,"Synthetic Address, NIBM Road, Pune",Apartment,2,872,1133.6000000000001,0,14,11/19,3 Covered,2,North-West,10917323.055068148,26991.859035590456,Builder 47,P9256276708,2026-06-08,1.1,1 Schools / 1 Hospitals
Pune,West,NIBM Road,20.3807_72.2638,"Synthetic Address, NIBM Road, Pune",Apartment,3,1476,1918.8,0,1,5/21,1 Open,1,North,10802394.665896703,29007.93050670542,Builder 8,P1504095208,2025-06-29,6.4,2 Schools / 5 Hospitals
Nashik,East,Mahatma Nagar,20.8197_75.7382,"Synthetic Address, Mahatma Nagar, Nashik",Apartment,2,1048,1362.4,0,8,15/15,2 Covered,4,East,8614957.415394649,22950.891349859685,Builder 19,P4327968557,2025-05-20,2.2,5 Schools / 1 Hospitals
Pune,East,NIBM Road,19.2195_77.7526,"Synthetic Address, NIBM Road, Pune",Apartment,3,1263,1641.9,0,15,1/9,1 Covered,3,East,16127150.929490456,43163.16772928621,Builder 37,NA,2025-01-15,5.1,1 Schools / 1 Hospitals
Mumbai,West,Andheri,21.9219_73.0714,"Synthetic Address, Andheri, Mumbai",Plot,0,0,0,4316,9,0/3,3 Covered,0,North,292863051.71064943,0,Builder 49,P6064781443,2026-06-17,6.4,5 Schools / 1 Hospitals
Nashik,East,Mahatma Nagar,18.9633_74.7355,"Synthetic Address, Mahatma Nagar, Nashik",Apartment,4,2124,2761.2000000000003,0,13,19/24,3 Open,4,North-West,9147904.777908068,27063.30100315495,Builder 24,P6814501199,2024-05-01,2.7,5 Schools / 2 Hospitals
Pune,North,Hinjewadi,19.1355_78.1534,"Synthetic Address, Hinjewadi, Pune",Plot,0,0,0,1952,14,0/2,1 Covered,0,West,18698629.914293163,0,Builder 45,P5859589741,2026-05-13,5.6,1 Schools / 2 Hospitals
Mumbai,East,Borivali,21.9297_72.9306,"Synthetic Address, Borivali, Mumbai",Apartment,2,866,1125.8,0,0,6/31,2 Open,3,North-East,19763604.471804153,40320.17211119475,Builder 4,NA,2025-04-06,0.6,3 Schools / 4 Hospitals
Nagpur,Central,Manish Nagar,19.7012_77.4387,"Synthetic Address, Manish Nagar, Nagpur",Apartment,2,938,1219.4,0,20,15/39,1 Covered,4,West,16937541.441526335,39082.52566880978,Builder 16,NA,2024-11-12,1.8,5 Schools / 5 Hospitals
Pune,East,Baner,21.1321_74.2868,"Synthetic Address, Baner, Pune",Apartment,3,1479,1922.7,0,12,7/11,1 Open,2,North-East,16324677.581892382,39712.00940765787,Builder 10,NA,2026-05-05,9.0,5 Schools / 2 Hospitals
Nashik,West,Panchvati,19.2291_76.4401,"Synthetic Address, Panchvati, Nashik",Villa/Row House,2,952,1237.6000000000001,2025.8529296933773,11,0/1,3 Covered,0,North-West,3425539.7919095526,5764.04645041526,Builder 22,P3912114096,2024-08-24,9.1,2 Schools / 5 Hospitals
Nagpur,Central,Besa,18.2008_76.0501,"Synthetic Address, Besa, Nagpur",Apartment,3,1485,1930.5,0,8,7/10,1 Open,4,North-East,20962377.918223612,67669.43761854367,Builder 49,P7009643392,2026-02-28,5.4,5 Schools / 3 Hospitals
Nagpur,North,Dharampeth,19.9386_72.7618,"Synthetic Address, Dharampeth, Nagpur",Apartment,2,1134,1474.2,0,0,33/37,2 Open,4,North-West,5516050.022728556,17356.948129801265,Builder 5,P5055967830,2025-03-17,6.9,2 Schools / 3 Hospitals
Mumbai,West,Borivali,20.8571_75.7780,"Synthetic Address, Borivali, Mumbai",Apartment,3,1272,1653.6000000000001,0,5,21/32,3 Open,4,North,129821079.92104946,276738.8921390471,Builder 43,P1743254936,2025-08-11,5.4,1 Schools / 2 Hospitals
Pune,East,Hadapsar,20.7899_78.6821,"Synthetic Address, Hadapsar, Pune",Villa/Row House,2,928,1206.4,2091.5940448737756,5,0/2,0 Open,0,South,8467476.401622022,18379.81607573762,Builder 42,P3123201402,2024-05-02,2.7,4 Schools / 5 Hospitals
Mumbai,North,Bandra,20.3778_74.8019,"Synthetic Address, Bandra, Mumbai",Apartment,2,1076,1398.8,0,13,3/24,1 Covered,3,South,40581571.8530759,111099.72695463618,Builder 19,P9440703512,2024-03-23,8.2,4 Schools / 4 Hospitals
Nashik,East,Mahatma Nagar,20.2708_73.5687,"Synthetic Address, Mahatma Nagar, Nashik",Apartment,2,838,1089.4,0,13,2/35,3 Open,4,South,3141455.3705578395,7821.284025391567,Builder 14,P6604244525,2024-11-15,5.0,2 Schools / 5 Hospitals
Pune,North,Balewadi,18.4251_75.3868,"Synthetic Address, Balewadi, Pune",Apartment,2,870,1131.0,0,14,2/12,2 Open,3,North,12953607.581069967,29804.80551985928,Builder 16,P1776515587,2026-04-24,9.1,2 Schools / 4 Hospitals
Pune,West,Pimpri,21.4439_77.9066,"Synthetic Address, Pimpri, Pune",Apartment,2,1142,1484.6000000000001,0,13,21/30,3 Open,3,East,10608151.527579507,33686.44860502707,Builder 23,P2790589647,2024-02-01,2.7,4 Schools / 4 Hospitals
Pune,West,NIBM Road,18.5796_73.7336,"Synthetic Address, NIBM Road, Pune",Apartment,4,1948,2532.4,0,6,9/21,3 Covered,3,North-East,24802247.456656717,63600.811974991666,Builder 34,P2161706712,2025-04-25,4.8,3 Schools / 3 Hospitals
